,county,license_number,operation_type,establishment_type,entity_name,dba_name,street_number,street_name,city,state,zip_code,square_footage,location,latitude,longitude
5562,Erie,141600,Store,JAC   ,SHADY MICHAEL                    ,J&M CONVENIENT FD SHOP,2365,WILLIAM ST                  ,CHEEKTOWAGA,NY,14206,3000,"2365 william st cheektowaga, ny 14206 42.884324, -78.783001",42.884324,-78.783001
5564,Erie,141633,Store,JAC   ,JOHNNYS MOHAWK MEATS INC         ,JOHNNYS MEATS,1191,HERTEL AVE                  ,BUFFALO,NY,14216,5000,"1191 hertel ave buffalo, ny 14216 42.94775, -78.864084",42.94775,-78.864084
5566,Erie,717073,Store,JAC   ,JOMOW INTERNATIONAL MARKET INC   ,JOMOW INTERNATIONAL MAR,188,GRANT ST                     ,BUFFALO,NY,14213,0,"188 grant st buffalo, ny 14213 42.919092, -78.890518",42.919092,-78.890518
5567,Erie,142848,Store,JAC   ,KADI MUSID                       ,KADI MINI MART,2534,BAILEY AVE                  ,BUFFALO,NY,14215,1500,"2534 bailey ave buffalo, ny 14215 42.92376, -78.813677",42.92376,-78.813677
5568,Erie,733192,Store,JAC   ,BLACHOWICZ KAREN A               ,KAREN'S EXPRESS SHOP,92,FRANKLIN ST                   ,BUFFALO,NY,14202,400,"92 franklin st buffalo, ny 14202 42.883268, -78.877509",42.883268,-78.877509
5572,Erie,713025,Store,JAC   ,DAVID ATIM KAT                   ,KAT FOOD MARKET,287,GRANT ST                     ,BUFFALO,NY,14213,2000,"287 grant st buffalo, ny 14213 42.921813, -78.890161",42.921813,-78.890161
5573,Erie,707242,Store,JAD   ,KB RENTAL & HOLDINGS INC         ,KB HOLDINGS,1650,WILLIAM ST                  ,BUFFALO,NY,14206,8000,"1650 william st buffalo, ny 14206 42.884743, -78.809938",42.884743,-78.809938
5574,Erie,731946,Store,JAC   ,HASHO KIBREAB TEWOLOE            ,KB USA MARKET,163,W FERRY ST                   ,BUFFALO,NY,14213,1600,"163 w ferry st buffalo, ny 14213 42.91514, -78.89559",42.91514,-78.89559
5577,Erie,711508,Store,JAC   ,KELLYS COUNTRY STORE INC         ,KELLYS COUNTRY STORE,999,BROADWAY ST STAND #61    ,BUFFALO,NY,14212,400,"999 broadway st buffalo, ny 14212 42.893309, -78.837813",42.893309,-78.837813
5579,Erie,141706,Store,JAC   ,KELLYS COUNTRY STORE INC         ,KELLYS COUNTRY STORE,999,BROADWAY STAND 80      ,BUFFALO,NY,14212,400,"999 broadway buffalo, ny 14212 42.893309, -78.837813",42.893309,-78.837813
5582,Erie,142842,Store,JAC   ,WNY BROTHERS ENTERPRISES INC     ,KENSINGTON&POULTNEY,900,KENSINGTON AVE               ,BUFFALO,NY,14215,1500,"900 kensington ave buffalo, ny 14215 42.935201, -78.820464",42.935201,-78.820464
5589,Erie,149236,Store,JAC   ,DELTA SONIC CAR WASH SYSTEMS INC ,KISS MART,2590,DELAWARE AVE        ,BUFFALO,NY,14216,1800,"2590 delaware ave buffalo, ny 14216 42.954895, -78.869242",42.954895,-78.869242
5590,Erie,148197,Store,A     ,DELTA SONIC CAR WASH SYSTEMS INC ,KISS MART,1006,MCKINLEY PKWY         ,BUFFALO,NY,14220,300,"1006 mckinley pkwy buffalo, ny 14220 42.85893, -78.82502",42.85893,-78.82502
5592,Erie,149235,Store,JAC   ,DELTA SONIC CAR WASH SYSTEMS INC ,KISS MART 805,2285,WALDEN AVE          ,CHEEKTOWAGA,NY,14225,2500,"2285 walden ave cheektowaga, ny 14225 42.907183, -78.752546",42.907183,-78.752546
5593,Erie,149013,Store,JABC  ,DELTA SONIC CAR WASH SYSTEMS INC ,KISS MART 807,1264,MAIN ST             ,BUFFALO,NY,14209,6480,"1264 main st buffalo, ny 14209 42.907929, -78.867071",42.907929,-78.867071
5598,Erie,140731,Store,A     ,K MART CORP                      ,K MART 3415,1001,HERTEL AVE              ,BUFFALO,NY,14216,78000,"1001 hertel ave buffalo, ny 14216 42.947769, -78.870608",42.947769,-78.870608
5600,Erie,713837,Store,JAC   ,ROGER L URBAN INC                ,KO-ED CANDIES,285,ABBOTT RD                ,BUFFALO,NY,14220,2000,"285 abbott rd buffalo, ny 14220 42.853734, -78.819773",42.853734,-78.819773
5604,Erie,142563,Store,JAC   ,MANSOUR LAURA                    ,KRK FOOD MART,523,STARIN AVE                   ,BUFFALO,NY,14216,2200,"523 starin ave buffalo, ny 14216 42.954678, -78.84385",42.954678,-78.84385
5605,Erie,142150,Store,JAC   ,2116 CLINTON STREET INC          ,K SISTERS PIEROGI,2116,CLINTON ST                  ,BUFFALO,NY,14206,1000,"2116 clinton st buffalo, ny 14206 42.871696, -78.798043",42.871696,-78.798043
5608,Erie,149964,Store,JAC   ,UNITED REFINING CO OF PA INC     ,KWIK FILL A0018,2270,WALDEN AVE                  ,CHEEKTOWAGA,NY,14225,1500,"2270 walden ave cheektowaga, ny 14225 42.907286, -78.752039",42.907286,-78.752039
5620,Erie,141755,Store,A     ,UNITED REFINING CO OF PA INC     ,KWIK FILL A14-98,2543,DELAWARE AVE                ,BUFFALO,NY,14216,1200,"2543 delaware ave buffalo, ny 14216 42.953408, -78.869018",42.953408,-78.869018
5623,Erie,143056,Store,A     ,MOHAMED ZACARIYA A               ,KWIK STOP MART,67,HERTEL                        ,BUFFALO,NY,14207,0,"67 hertel buffalo, ny 14207 42.941467, -78.90393",42.941467,-78.90393
5624,Erie,712498,Store,JAC   ,NAGI MAAD SALEH                  ,LACKAWANNA EXPRESS MARK,161,STEELAWANNA AVE              ,BUFFALO,NY,14218,700,"161 steelawanna ave buffalo, ny 14218 42.822992, -78.846725",42.822992,-78.846725
5625,Erie,141851,Store,JAC   ,KDJB FOODS INC                   ,LACKAWANNA SAVE A LOT,1234,ABBOTT RD                   ,LACKAWANNA,NY,14218,21700,"1234 abbott rd lackawanna, ny 14218 42.830691, -78.805187",42.830691,-78.805187
5626,Erie,735004,Store,JAC   ,LACKAWANNA TRADE MARKET INC      ,LACKAWANNA TRADE MARKET,169,WILKESBARRE ST               ,BUFFALO,NY,14218,0,"169 wilkesbarre st buffalo, ny 14218 42.822331, -78.84334",42.822331,-78.84334
5632,Erie,723968,Store,JAC   ,MAINSPRING LLC                   ,LAKEWARD SPIRITS,65,VANDALIA ST SUITE 1           ,BUFFALO,NY,14204,12000,"65 vandalia st buffalo, ny 14204 42.866419, -78.861162",42.866419,-78.861162
5634,Erie,140128,Store,JACDK ,LANDIES CANDIES CO INC           ,LANDIES CANDIES,2495,MAIN ST SUITE 350           ,BUFFALO,NY,14214,23000,"2495 main st buffalo, ny 14214 42.935805, -78.842819",42.935805,-78.842819
5635,Erie,141512,Store,JAC   ,MOHAMED AMAR SALEH               ,LANGFIELD FOOD&MEAT MKT,313,WESTON AVE                   ,BUFFALO,NY,14215,2500,"313 weston ave buffalo, ny 14215 42.92835, -78.802322",42.92835,-78.802322
5638,Erie,142202,Store,A     ,LEROY SAVE MORE INC              ,LEROY SAVE MORE,431,LEROY AVE                    ,BUFFALO,NY,14215,1500,"431 leroy ave buffalo, ny 14215 42.932742, -78.829471",42.932742,-78.829471
5639,Erie,708076,Store,JAC   ,PARKER DARIA M                   ,LEWANDOWSKI PRODUCE,999,BROADWAY                     ,BUFFALO,NY,14212,500,"999 broadway buffalo, ny 14212 42.893309, -78.837813",42.893309,-78.837813
5640,Erie,705712,Store,JAC   ,LEWISTON JELLIES LLC             ,LEWISTON JELLIES,999,BROADWAY STREET          ,BUFFALO,NY,14212,500,"999 broadway street buffalo, ny 14212 42.893309, -78.837813",42.893309,-78.837813
5641,Erie,728038,Store,JABC  ,LEXINGTON REAL FOODS COMMUNITY CO,LEXINGTON COOPERATIVE M,1678,HERTEL AVENUE           ,BUFFALO,NY,14216,14500,"1678 hertel avenue buffalo, ny 14216 42.947612, -78.845626",42.947612,-78.845626
5642,Erie,141971,Store,JAC   ,LEXINGTON RL FDS CMMNTY CO-OP INC,LEXINGTON CO-OP MARKET,807,ELMWOOD AVE                  ,BUFFALO,NY,14222,8400,"807 elmwood ave buffalo, ny 14222 42.919109, -78.877021",42.919109,-78.877021
5643,Erie,142598,Store,A     ,LIMIT SPOT INC THE               ,LIMIT SPOT,2050,NIAGARA ST                  ,BUFFALO,NY,14207,1000,"2050 niagara st buffalo, ny 14207 42.939938, -78.905023",42.939938,-78.905023
5644,Erie,714510,Store,JAC   ,LIN FOOD CO INC                  ,LIN ASIAN MARKET,927,TONAWANDA ST                 ,BUFFALO,NY,14207,2750,"927 tonawanda st buffalo, ny 14207 42.953778, -78.905917",42.953778,-78.905917
5645,Erie,710770,Store,JAC   ,NIAGARA FALLS DAILY GROCERS INC  ,LINCOLN PARK MARKET,540,NIAGARA FALLS BLVD           ,BUFFALO,NY,14223,4000,"540 niagara falls blvd buffalo, ny 14223 42.968688, -78.823461",42.968688,-78.823461
5646,Erie,715663,Store,JAC   ,LIQUOR AND CONVENIENT EXPRESS INC,LIQUOR AND CONVENIENT E,1624,WILLIAM ST UNIT 1           ,BUFFALO,NY,14206,2500,"1624 william st buffalo, ny 14206 42.884746, -78.810434",42.884746,-78.810434
5648,Erie,141208,Store,JACD  ,LORIGOS MEATING PLACE INC        ,LORIGOS MEATING PLACE,185,GRANT ST                     ,BUFFALO,NY,14213,24000,"185 grant st buffalo, ny 14213 42.919012, -78.890528",42.919012,-78.890528
5649,Erie,141856,Store,A     ,SOURCE INTERNATIONAL INC         ,LOTTO AND MORE,,GALLERIA MALL L-201              ,CHEEKTOWAGA,NY,14225,500,,,
5651,Erie,722529,Store,JAC   ,CHEUPWINT AUNG                   ,LUCKY 7 ASIAN MARKET,931,NIAGARA ST                   ,BUFFALO,NY,14213,1500,"931 niagara st buffalo, ny 14213 42.908466, -78.89893",42.908466,-78.89893
5652,Erie,732431,Store,A     ,CHUEPWINT AUNG                   ,LUCKY 7 ASIAN MARKET,150,MILITARY RD                  ,BUFFALO,NY,14207,1500,"150 military rd buffalo, ny 14207 42.940766, -78.892066",42.940766,-78.892066
5653,Erie,729015,Store,JAC   ,LUCKY AMANI LTD                  ,LUCKY AMANI,19,WASSON AVE                    ,BUFFALO,NY,14218,1000,"19 wasson ave buffalo, ny 14218 42.826781, -78.846559",42.826781,-78.846559
5655,Erie,731223,Store,A     ,LUCKY MART INC                   ,LUCKY MART,405,HAMPSHIRE ST                 ,BUFFALO,NY,14213,800,"405 hampshire st buffalo, ny 14213 42.915245, -78.88768",42.915245,-78.88768
5656,Erie,719629,Store,JAC   ,LUCKYS FOOD MARKET INC           ,LUCKYS FOOD MARKET,729,SYCAMORE ST                  ,BUFFALO,NY,14212,2500,"729 sycamore st buffalo, ny 14212 42.895997, -78.844493",42.895997,-78.844493
5657,Erie,733218,Store,JAC   ,ABADIDU IBRAHIM A                ,LUCY INTERNATIONAL MARK,916,TONAWANDA ST                 ,BUFFALO,NY,14207,800,"916 tonawanda st buffalo, ny 14207 42.953471, -78.905758",42.953471,-78.905758
5658,Erie,140130,Store,JABH  ,LUIGIS FAMILY BAKERY INC         ,LUIGIS FAMILY BAKERY,83,FOREST AVE                    ,BUFFALO,NY,14213,17500,"83 forest ave buffalo, ny 14213 42.92779, -78.895989",42.92779,-78.895989
5659,Erie,146500,Store,JAC   ,LUPAS PETRU                      ,LUPAS MEATS,999,BROADWAY STAND 34            ,BUFFALO,NY,14212,1200,"999 broadway buffalo, ny 14212 42.893309, -78.837813",42.893309,-78.837813
5663,Erie,722990,Store,A     ,GENERAL WELDING & FABRICATING INC,MADE IN AMERICA STORE,1,WALDEN GALLERIA MALL       ,BUFFALO,NY,14225,0,"1 walden galleria mall buffalo, ny 14225 42.908182, -78.759343",42.908182,-78.759343
5664,Erie,718248,Store,JAC   ,MADINA FOOD MARKET INC           ,MADINA FOOD MARKET,119,WILKESBARRE ST               ,BUFFALO,NY,14218,0,"119 wilkesbarre st buffalo, ny 14218 42.823715, -78.843324",42.823715,-78.843324
5665,Erie,721503,Store,A     ,MADINA PHARMACY INC              ,MADINA PHARMACY,1105,BROADWAY SUITE 8            ,BUFFALO,NY,14212,2950,"1105 broadway buffalo, ny 14212 42.894117, -78.833962",42.894117,-78.833962
5666,Erie,148078,Store,JAC   ,SAEED MEHDI N                    ,MAIN FOOD MART,1130,MAIN ST                     ,BUFFALO,NY,14209,1600,"1130 main st buffalo, ny 14209 42.904517, -78.868203",42.904517,-78.868203
5667,Erie,142434,Store,A     ,ABDULLAH MOHAMED M               ,MAIN MINI MARKET,2608,MAIN ST                     ,BUFFALO,NY,14214,2000,"2608 main st buffalo, ny 14214 42.938711, -78.839668",42.938711,-78.839668
5668,Erie,729879,Store,A     ,MAIN ST NEWS STAND LLC           ,MAIN ST NEWS STAND,438,MAIN ST                      ,BUFFALO,NY,14202,200,"438 main st buffalo, ny 14202 42.88594, -78.874292",42.88594,-78.874292
5670,Erie,142416,Store,JACD  ,CHOCOLATE DELIVERY SYSTEMS INC   ,MAKE N MOLD,1800,ELMWOOD AVE         ,BUFFALO,NY,14207,50000,"1800 elmwood ave buffalo, ny 14207 42.945949, -78.878347",42.945949,-78.878347
5671,Erie,721925,Store,JAC   ,CAMELLIA GENERAL PROVISION CO INC,MALCZEWSKI'S,999,"BROADWAY STREET, STAND 127   ",BUFFALO,NY,14212,1,"999 broadway street buffalo, ny 14212 42.893309, -78.837813",42.893309,-78.837813
5672,Erie,725070,Store,JAC   ,INDRA KARKI                      ,MANAKAMANA GROCERY STOR,472,NORMAL AVE                   ,BUFFALO,NY,14213,0,"472 normal ave buffalo, ny 14213 42.911987, -78.893977",42.911987,-78.893977
5673,Erie,142354,Store,JAC   ,ZULA CORP                        ,MANDELA MARKET,272,E FERRY ST                   ,BUFFALO,NY,14208,1400,"272 e ferry st buffalo, ny 14208 42.915046, -78.854291",42.915046,-78.854291
5675,Erie,142530,Store,JAC   ,BUFFALO BASIC INGREDIENTS INC    ,MAPLE LEAF FOODS,1400,WILLIAM ST              ,BUFFALO,NY,14206,2000,"1400 william st buffalo, ny 14206 42.884822, -78.819119",42.884822,-78.819119
5677,Erie,142404,Store,JAC   ,BRAND-ON SERVICES MARINA MKT INC ,MARINA MARKET THE,31,MARINE DR                     ,BUFFALO,NY,14202,3000,"31 marine dr buffalo, ny 14202 42.879583, -78.881619",42.879583,-78.881619
5680,Erie,728184,Store,JAC   ,NEGASH YONAS H                   ,MARRY GRILL & GROCERY 0,139,GRANT STREET                 ,BUFFALO,NY,14213,900,"139 grant street buffalo, ny 14213 42.917864, -78.890666",42.917864,-78.890666
5682,Erie,140820,Store,JAC   ,ALJAMALI HIZAM A                 ,MASTER FOOD MART,129,LOUISANA ST                  ,BUFFALO,NY,14204,2400,"129 louisana st buffalo, ny 14204 42.865361, -78.866606",42.865361,-78.866606
5683,Erie,142443,Store,JAC   ,ALYAZEEDI ANGELA R               ,MASTRIANNIS,1892,SENECA ST                   ,BUFFALO,NY,14210,700,"1892 seneca st buffalo, ny 14210 42.859327, -78.814616",42.859327,-78.814616
5685,Erie,734542,Store,JAC   ,AMERI YAHYA S AL                 ,MAY CORNER STORE,1733,GENESEE ST                  ,BUFFALO,NY,14211,2000,"1733 genesee st buffalo, ny 14211 42.911274, -78.817108",42.911274,-78.817108
5690,Erie,140417,Store,JAC   ,ABDULLA MOHAMED                  ,MEDITERRANEAN IMPORTS,162,WILKESBARRE AVE          ,LACKAWANNA,NY,14218,1200,"162 wilkesbarre ave lackawanna, ny 14218 42.822532, -78.843337",42.822532,-78.843337
5691,Erie,142744,Store,A     ,MEGA MARKET INC                  ,MEGA MARKET,778,TONAWANDA ST                 ,BUFFALO,NY,14207,1200,"778 tonawanda st buffalo, ny 14207 42.949886, -78.903906",42.949886,-78.903906
5693,Erie,141686,Store,JAC   ,MID CITY MARKET LLC              ,MID CITY MARKET,45,KENSINGTON AVE                ,BUFFALO,NY,14214,1500,"45 kensington ave buffalo, ny 14214 42.927639, -78.849606",42.927639,-78.849606
5695,Erie,149007,Store,JAC   ,MELITHONIOTES ANASTASIS&SUSAN    ,MIKES HOMEMADE CANDIES,2110,CLINTON ST                  ,BUFFALO,NY,14206,2500,"2110 clinton st buffalo, ny 14206 42.871702, -78.798292",42.871702,-78.798292
5696,Erie,141301,Store,JAC   ,JJ WAGS INC                      ,MIKES TROPICAL MARKET,475,FARGO AVE                    ,BUFFALO,NY,14213,1000,"475 fargo ave buffalo, ny 14213 42.908893, -78.895785",42.908893,-78.895785
5698,Erie,142569,Store,JACH  ,MINEO&SAPIO INC                  ,MINEO&SAPIO ITLN SAUSG,410,CONNECTICUT ST               ,BUFFALO,NY,14213,1000,"410 connecticut st buffalo, ny 14213 42.906723, -78.885952",42.906723,-78.885952
5699,Erie,710256,Store,JAC   ,MINI MAX MARKET INC              ,MINI MAX MARKET,319,MASSACHUSETTS AVE            ,BUFFALO,NY,14213,2500,"319 massachusetts ave buffalo, ny 14213 42.911782, -78.889809",42.911782,-78.889809
5700,Erie,734541,Store,JAC   ,M&M MINI MART & DELI INC         ,M&M MINI MART & DELI,465,BEST ST                      ,BUFFALO,NY,14208,0,"465 best st buffalo, ny 14208 42.903808, -78.850901",42.903808,-78.850901
5701,Erie,141081,Store,JAC   ,NASSER MUSIN A                   ,M&N MINI MART,2360,BAILEY AVE                  ,BUFFALO,NY,14211,1300,"2360 bailey ave buffalo, ny 14211 42.918743, -78.813698",42.918743,-78.813698
5704,Erie,711767,Store,JAC   ,NOCO EXPRESS LLC                 ,MOBIL MART #205,1137,ELMWOOD AVE             ,BUFFALO,NY,14222,1500,"1137 elmwood ave buffalo, ny 14222 42.928196, -78.877011",42.928196,-78.877011
5705,Erie,714499,Store,JAC   ,NOCO EXPRESS LLC                 ,MOBIL MART #206,577,ELMWOOD AVE                  ,BUFFALO,NY,14222,2000,"577 elmwood ave buffalo, ny 14222 42.912932, -78.877068",42.912932,-78.877068
5708,Erie,140172,Store,JAC   ,PERSAUDS HIMANSU MOBIL INC       ,MOBIL MART PERSAUDS,2050,SHERIDAN DR                 ,TONAWANDA,NY,14223,1000,"2050 sheridan dr tonawanda, ny 14223 42.980969, -78.85796",42.980969,-78.85796
5709,Erie,709616,Store,JAC   ,CORCORAN SEAN K                  ,MOJO MART,95,FRANKLIN ST               ,BUFFALO,NY,14202,600,"95 franklin st buffalo, ny 14202 42.884115, -78.877233",42.884115,-78.877233
5710,Erie,735228,Store,JAC   ,MO MINI MART INC                 ,MO MINI MART,2360,BAILEY AVE                  ,BUFFALO,NY,14211,0,"2360 bailey ave buffalo, ny 14211 42.918743, -78.813698",42.918743,-78.813698
5711,Erie,710604,Store,A     ,MOHAMMED AL SADAM                ,MONAS MARKET,1291,BROADWAY ST                 ,BUFFALO,NY,14212,1000,"1291 broadway st buffalo, ny 14212 42.895183, -78.827045",42.895183,-78.827045
5712,Erie,141561,Store,JAC   ,MONTES GROCERY & DELI LLC        ,MONTES GROCERY&DELI,413,SWAN ST                      ,BUFFALO,NY,14204,1200,"413 swan st buffalo, ny 14204 42.879197, -78.860371",42.879197,-78.860371
5713,Erie,703531,Store,JAC   ,MOON LITE MARKET INC             ,MOON LITE MARKET,983,TONAWANDA ST                 ,BUFFALO,NY,14207,2000,"983 tonawanda st buffalo, ny 14207 42.95511, -78.906603",42.95511,-78.906603
5714,Erie,731818,Store,JAC   ,MORIARTY MEATS LLC               ,MORIARTY MEATS,23,GRANT STREET            ,BUFFALO,NY,14213,900,"23 grant street buffalo, ny 14213 42.914608, -78.89033",42.914608,-78.89033
5715,Erie,734463,Store,JAC   ,GOOD LIFE TEA INC                ,MOSTLY TEA,1,WALDEN GALLERIA SPACE A201     ,BUFFALO,NY,14225,1400,"1 walden buffalo, ny 14225",,
5718,Erie,718549,Store,JAC   ,MR VARIETY STORE INC             ,MR VARIETY STORE,2290,FILLMORE AVE                ,BUFFALO,NY,14214,0,"2290 fillmore ave buffalo, ny 14214 42.936263, -78.839226",42.936263,-78.839226
5720,Erie,721738,Store,JAC   ,NAGI SHARA FADDIN A              ,NAGI SHARA FADDIN A,243,WALDEN AVE                   ,BUFFALO,NY,14211,1500,"243 walden ave buffalo, ny 14211 42.90351, -78.827175",42.90351,-78.827175
5721,Erie,730177,Store,JACH  ,NAJAH CORPORATION                ,NAJAH,999,BROADWAY STREET        ,BUFFALO,NY,14212,400,"999 broadway street buffalo, ny 14212 42.893309, -78.837813",42.893309,-78.837813
5724,Erie,713279,Store,A     ,BARMAN HAIL MOHAMED AH           ,NEW CITY MARKET,1069,E FERRY ST                  ,BUFFALO,NY,14211,1000,"1069 e ferry st buffalo, ny 14211 42.914451, -78.824465",42.914451,-78.824465
5725,Erie,142284,Store,A     ,HASSAIN ABDULSHAFIQ A            ,NEW ENGLEWOOD GROCERIES,115,ENGLEWOOD AVE                ,BUFFALO,NY,14214,1500,"115 englewood ave buffalo, ny 14214 42.954768, -78.827561",42.954768,-78.827561
5726,Erie,730780,Store,JAC   ,DALIL KOVAN A                    ,NEWROZ MARKET,1175,HERTEL AVE                  ,BUFFALO,NY,14216,3000,"1175 hertel ave buffalo, ny 14216 42.94775, -78.864554",42.94775,-78.864554
5727,Erie,711428,Store,JAC   ,ALHADIS SALAH M                  ,NEW SPICY TOWN & DELI,1096,KENSINGTON AVE        ,BUFFALO,NY,14215,1200,"1096 kensington ave buffalo, ny 14215 42.937765, -78.814126",42.937765,-78.814126
5728,Erie,713145,Store,JAC   ,SWEETWORKS CONFECTIONS LLC       ,NIAGARA CHOCOLATES,3500,GENESEE ST                  ,BUFFALO,NY,14225,110000,"3500 genesee st buffalo, ny 14225 42.926784, -78.755631",42.926784,-78.755631
5730,Erie,724388,Store,JAC   ,NIAGARA DELI & PIZZERIA INC      ,NIAGARA DELI & PIZZERIA,2043,NIAGARA STREET              ,BUFFALO,NY,14207,2400,"2043 niagara street buffalo, ny 14207 42.939756, -78.90493",42.939756,-78.90493
5739,Erie,142294,Store,JAC   ,NOCO EXPRESS LLC                 ,NOCO EXPRESS #05,535,KENMORE AVE          ,TONAWANDA,NY,14223,2000,"535 kenmore ave tonawanda, ny 14223 42.958397, -78.837757",42.958397,-78.837757
5742,Erie,726058,Store,A     ,NOCO EXPRESS LLC                 ,NOCO EXPRESS  #207,2058,DELAWARE AVE                ,BUFFALO,NY,14216,2400,"2058 delaware ave buffalo, ny 14216 42.940264, -78.867631",42.940264,-78.867631
5744,Erie,142703,Store,JAC   ,NOCO EXPRESS LLC                 ,NOCO EXPRESS SHOP 102,2530,HAMBURG TPKE        ,LACKAWANNA,NY,14218,2500,"2530 hamburg tpke lackawanna, ny 14218 42.815808, -78.846006",42.815808,-78.846006
5755,Erie,149734,Store,JAC   ,NOCO EXPRESS LLC                 ,NOCO EXPRESS SHOP 39,155,BAILEY AVE           ,BUFFALO,NY,14220,2800,"155 bailey ave buffalo, ny 14220 42.859973, -78.825428",42.859973,-78.825428
5756,Erie,149855,Store,JAC   ,NOCO EXPRESS LLC                 ,NOCO EXPRESS SHOP 42,2133,S PARK AVE          ,BUFFALO,NY,14220,2000,"2133 s park ave buffalo, ny 14220 42.840633, -78.82377",42.840633,-78.82377
5759,Erie,149904,Store,JAC   ,NOCO EXPRESS LLC                 ,NOCO EXPRESS SHOP 54,642,CLEVELAND DR         ,CHEEKTOWAGA,NY,14225,3000,"642 cleveland dr cheektowaga, ny 14225 42.94496, -78.775936",42.94496,-78.775936
5762,Erie,140025,Store,JAC   ,NOCO EXPRESS LLC                 ,NOCO EXPRESS SHOP 58,4590,GENESEE ST          ,CHEEKTOWAGA,NY,14225,4000,"4590 genesee st cheektowaga, ny 14225 42.934555, -78.71668",42.934555,-78.71668
5763,Erie,149833,Store,JAC   ,NOCO EXPRESS LLC                 ,NOCO EXPRESS SHOP 59,2080,ABBOTT RD           ,LACKAWANNA,NY,14218,3000,"2080 abbott rd lackawanna, ny 14218 42.808776, -78.798595",42.808776,-78.798595
5766,Erie,140818,Store,JAC   ,NOCO EXPRESS LLC                 ,NOCO EXPRESS SHOP 74,820,NIAGARA FALLS BLVD   ,TONAWANDA,NY,14223,1800,"820 niagara falls blvd tonawanda, ny 14223 42.976704, -78.82317",42.976704,-78.82317
5767,Erie,140815,Store,JAC   ,NOCO EXPRESS LLC                 ,NOCO EXPRESS SHOP 75,2861,S PARK AVE          ,LACKAWANNA,NY,14218,1600,"2861 s park ave lackawanna, ny 14218 42.822169, -78.824017",42.822169,-78.824017
5768,Erie,142783,Store,JAC   ,ALMAGHREBI WALEED                ,NORTHLAND GROCERY,322,NORTHLAND                    ,BUFFALO,NY,14208,1500,"322 northland buffalo, ny 14208 42.919244, -78.848076",42.919244,-78.848076
5770,Erie,715836,Store,JAC   ,"ABDULLA, MOHAMED TAHER           ",NYC MARKET,2502,BAILEY AVE                  ,BUFFALO,NY,14215,3000,"2502 bailey ave buffalo, ny 14215 42.922827, -78.813682",42.922827,-78.813682
5771,Erie,707479,Store,JAC   ,NY METROPOLITAN DELI INC         ,NY METROPOLITAN DELI,500,ELMWOOD AVE                  ,BUFFALO,NY,14222,1200,"500 elmwood ave buffalo, ny 14222 42.910637, -78.87709",42.910637,-78.87709
5772,Erie,141070,Store,JAC   ,ALARSHI ALI&OMAR HADI A          ,O&A CORNER STORE,257,FOREST AVE                   ,BUFFALO,NY,14213,4000,"257 forest ave buffalo, ny 14213 42.927735, -78.889048",42.927735,-78.889048
5773,Erie,702317,Store,JAC   ,HASSLEBACK EQUIPMENT INC         ,OASIS CONVENIENT,2437,HARLEM RD                   ,BUFFALO,NY,14225,1200,"2437 harlem rd buffalo, ny 14225 42.909817, -78.784356",42.909817,-78.784356
5774,Erie,142508,Store,A     ,BANH THAI QUOC                   ,OD'S,882,NORTHLAND                    ,BUFFALO,NY,14215,1000,"882 northland buffalo, ny 14215 42.918866, -78.826714",42.918866,-78.826714
5777,Erie,142340,Store,A     ,OLLIES BARGAIN OUTLET INC        ,OLLIES BARGAIN OUTLET,2150,WALDEN AVE                  ,CHEEKTOWAGA,NY,14225,39000,"2150 walden ave cheektowaga, ny 14225 42.907317, -78.756354",42.907317,-78.756354
5781,Erie,714513,Store,JAC   ,ONTARIO BEST VALUE INC           ,ONTARIO BEST VALUE,500,ONTARIO ST                   ,BUFFALO,NY,14207,1500,"500 ontario st buffalo, ny 14207 42.957082, -78.896902",42.957082,-78.896902
5782,Erie,142226,Store,JAC   ,FADEL RIDHWAN                    ,ONTARIO EXPRESS,245,ONTARIO ST                   ,BUFFALO,NY,14207,1000,"245 ontario st buffalo, ny 14207 42.951341, -78.902258",42.951341,-78.902258
5783,Erie,733448,Store,JAC   ,SHUBH NY INC                     ,ON THE WAY,2368,HAMBURG TPKE              ,BUFFALO,NY,14218,5000,"2368 hamburg tpke buffalo, ny 14218 42.820023, -78.848091",42.820023,-78.848091
5785,Erie,143054,Store,JAC   ,ORIGINAL FOWLERS CHOCOLATE CO INC,ORIGINAL FOWLERS CHOCOL,746,ELMWOOD AVE          ,BUFFALO,NY,14222,0,"746 elmwood ave buffalo, ny 14222 42.917409, -78.877036",42.917409,-78.877036
5789,Erie,142923,Store,JAC   ,PARK EDGE COMPANY CORP           ,PARK EDGE SWEET SHOPPE,325,ABBOTT RD                    ,BUFFALO,NY,14220,2600,"325 abbott rd buffalo, ny 14220 42.852901, -78.818653",42.852901,-78.818653
5790,Erie,147650,Store,JACH  ,PARKSIDE CANDY CO INC            ,PARKSIDE CANDY,3208,MAIN ST                     ,BUFFALO,NY,14214,25000,"3208 main st buffalo, ny 14214 42.951442, -78.825634",42.951442,-78.825634
5795,Erie,715859,Store,JAC   ,PASTA PEDDLER LLC THE            ,PASTA PEDDLE THE,1547,HERTEL AVE                  ,BUFFALO,NY,14216,2700,"1547 hertel ave buffalo, ny 14216 42.947641, -78.850649",42.947641,-78.850649
